0.000000000000000000e+00 1.000000000000000000e+00
1.010101010101010187e-02 1.000000000000000000e+00
2.020202020202020374e-02 1.000000000000000000e+00
3.030303030303030387e-02 1.000000000000000000e+00
4.040404040404040747e-02 1.000000000000000000e+00
5.050505050505051108e-02 1.000000000000000000e+00
6.060606060606060774e-02 1.000000000000000000e+00
7.070707070707071829e-02 1.000000000000000000e+00
8.080808080808081495e-02 1.000000000000000000e+00
9.090909090909091161e-02 1.000000000000000000e+00
1.010101010101010222e-01 1.000000000000000000e+00
1.111111111111111188e-01 1.000000000000000000e+00
1.212121212121212155e-01 1.000000000000000000e+00
1.313131313131313260e-01 1.000000000000000000e+00
1.414141414141414366e-01 1.000000000000000000e+00
1.515151515151515194e-01 1.000000000000000000e+00
1.616161616161616299e-01 1.000000000000000000e+00
1.717171717171717404e-01 1.000000000000000000e+00
1.818181818181818232e-01 1.000000000000000000e+00
1.919191919191919338e-01 1.000000000000000000e+00
2.020202020202020443e-01 1.000000000000000000e+00
2.121212121212121271e-01 1.000000000000000000e+00
2.222222222222222376e-01 1.000000000000000000e+00
2.323232323232323482e-01 1.000000000000000000e+00
2.424242424242424310e-01 1.000000000000000000e+00
2.525252525252525415e-01 1.000000000000000000e+00
2.626262626262626521e-01 1.000000000000000000e+00
2.727272727272727626e-01 9.674348138635934236e-01
2.828282828282828731e-01 9.332867020511371736e-01
2.929292929292929282e-01 9.001097471895038726e-01
3.030303030303030387e-01 8.678830859613967386e-01
3.131313131313131493e-01 8.365861560162616284e-01
3.232323232323232598e-01 8.061986937836360667e-01
3.333333333333333703e-01 7.767007322865003838e-01
3.434343434343434809e-01 7.480725989546317400e-01
3.535353535353535914e-01 7.202949134379538210e-01
3.636363636363636465e-01 6.933485854198894183e-01
3.737373737373737570e-01 6.672148124307106798e-01
3.838383838383838675e-01 6.418750776608930231e-01
3.939393939393939781e-01 6.173111477744639419e-01
4.040404040404040886e-01 5.935050707223573641e-01
4.141414141414141992e-01 5.704391735557639009e-01
4.242424242424242542e-01 5.480960602394814307e-01
4.343434343434343647e-01 5.264586094652691228e-01
4.444444444444444753e-01 5.055099724651974658e-01
4.545454545454545858e-01 4.852335708249994606e-01
4.646464646464646964e-01 4.656130942974239240e-01
4.747474747474748069e-01 4.466324986155857379e-01
4.848484848484848619e-01 4.282760033063182092e-01
4.949494949494949725e-01 4.263194281784954409e-01
5.050505050505050830e-01 4.263194281784954409e-01
5.151515151515152491e-01 4.263194281784954409e-01
5.252525252525253041e-01 4.263194281784954409e-01
5.353535353535353591e-01 4.263194281784954409e-01
5.454545454545455252e-01 4.263194281784954409e-01
5.555555555555555802e-01 4.263194281784954409e-01
5.656565656565657463e-01 4.263194281784954409e-01
5.757575757575758013e-01 4.263194281784954409e-01
5.858585858585858563e-01 4.263194281784954409e-01
5.959595959595960224e-01 4.263194281784954409e-01
6.060606060606060774e-01 4.263194281784954409e-01
6.161616161616162435e-01 4.263194281784954409e-01
6.262626262626262985e-01 4.263194281784954409e-01
6.363636363636364646e-01 4.263194281784954409e-01
6.464646464646465196e-01 4.263194281784954409e-01
6.565656565656565746e-01 4.263194281784954409e-01
6.666666666666667407e-01 4.263194281784954409e-01
6.767676767676767957e-01 4.263194281784954409e-01
6.868686868686869618e-01 2.655737117053072471e-01
6.969696969696970168e-01 2.655737117053072471e-01
7.070707070707071829e-01 2.655737117053072471e-01
7.171717171717172379e-01 2.655737117053072471e-01
7.272727272727272929e-01 2.655737117053072471e-01
7.373737373737374590e-01 2.655737117053072471e-01
7.474747474747475140e-01 2.655737117053072471e-01
7.575757575757576801e-01 2.655737117053072471e-01
7.676767676767677351e-01 2.655737117053072471e-01
7.777777777777777901e-01 2.655737117053072471e-01
7.878787878787879562e-01 2.655737117053072471e-01
7.979797979797980112e-01 2.655737117053072471e-01
8.080808080808081773e-01 2.655737117053072471e-01
8.181818181818182323e-01 2.655737117053072471e-01
8.282828282828283983e-01 2.655737117053072471e-01
8.383838383838384534e-01 2.655737117053072471e-01
8.484848484848485084e-01 2.655737117053072471e-01
8.585858585858586745e-01 1.250000000000000000e-01
8.686868686868687295e-01 1.250000000000000000e-01
8.787878787878788955e-01 1.250000000000000000e-01
8.888888888888889506e-01 1.250000000000000000e-01
8.989898989898991166e-01 1.250000000000000000e-01
9.090909090909091717e-01 1.250000000000000000e-01
9.191919191919192267e-01 1.250000000000000000e-01
9.292929292929293927e-01 1.250000000000000000e-01
9.393939393939394478e-01 1.250000000000000000e-01
9.494949494949496138e-01 1.250000000000000000e-01
9.595959595959596689e-01 1.250000000000000000e-01
9.696969696969697239e-01 1.250000000000000000e-01
9.797979797979798899e-01 1.250000000000000000e-01
9.898989898989899450e-01 1.250000000000000000e-01
1.000000000000000000e+00 1.250000000000000000e-01
