0 0.0538143 0.00291864 0.0561679 0 2.90674 -0.622333 0
0.005 0.0564456 0.0219665 0.169374 0 2.90696 -0.621956 0
0.01 0.0628006 0.0409276 0.28244 0 2.90757 -0.620964 0
0.015 0.0728543 0.0597272 0.395277 0 2.90857 -0.619361 0
0.02 0.0865671 0.0782911 0.507797 0 2.90995 -0.617145 0
0.025 0.103885 0.096546 0.619911 0 2.9117 -0.614321 0
0.03 0.124739 0.11442 0.73153 0 2.91382 -0.610891 0
0.035 0.149047 0.131842 0.842564 0 2.91629 -0.606857 0
0.04 0.176714 0.148744 0.952923 0 2.91912 -0.602225 0
0.045 0.20763 0.165059 1.06252 0 2.92229 -0.596999 0
0.05 0.241673 0.180723 1.17125 0 2.92579 -0.591183 0
0.055 0.278709 0.195673 1.27904 0 2.92959 -0.584784 0
0.06 0.318591 0.209851 1.38578 0 2.9337 -0.577807 0
0.065 0.361163 0.223201 1.49138 0 2.93808 -0.570261 0
0.07 0.406256 0.23567 1.59575 0 2.94273 -0.562152 0
0.075 0.453692 0.247209 1.69879 0 2.94763 -0.553488 0
0.08 0.503284 0.257773 1.8004 0 2.95275 -0.544277 0
0.085 0.554836 0.267319 1.90048 0 2.95808 -0.53453 0
0.09 0.608146 0.27581 1.99895 0 2.96359 -0.524255 0
0.095 0.663001 0.283212 2.09568 0 2.96927 -0.513463 0
0.1 0.719187 0.289497 2.1906 0 2.97509 -0.502164 0
0.105 0.776481 0.294639 2.28359 0 2.98102 -0.490369 0
0.11 0.834657 0.298619 2.37456 0 2.98705 -0.47809 0
0.115 0.893486 0.30142 2.46341 0 2.99316 -0.46534 0
0.12 0.952735 0.303031 2.55003 0 2.9993 -0.45213 0
0.125 1.01217 0.303447 2.63432 0 3.00547 -0.438475 0
0.13 1.07156 0.302665 2.7162 0 3.01164 -0.424386 0
0.135 1.13066 0.300688 2.79555 0 3.01779 -0.409879 0
0.14 1.18925 0.297525 2.87228 0 3.02388 -0.394967 0
0.145 1.24709 0.293188 2.94629 0 3.0299 -0.379665 0
0.15 1.30396 0.287693 3.0175 0 3.03582 -0.363989 0
0.155 1.35963 0.281063 3.0858 0 3.04161 -0.347954 0
0.16 1.41388 0.273324 3.15111 0 3.04727 -0.331575 0
0.165 1.46649 0.264506 3.21334 0 3.05275 -0.314869 0
0.17 1.51727 0.254645 3.2724 0 3.05805 -0.297852 0
0.175 1.566 0.243778 3.32822 0 3.06314 -0.280541 0
0.18 1.6125 0.231949 3.38071 0 3.068 -0.262953 0
0.185 1.65658 0.219205 3.42979 0 3.07261 -0.245106 0
0.19 1.69807 0.205596 3.47541 0 3.07695 -0.227017 0
0.195 1.73681 0.191175 3.51748 0 3.08101 -0.208704 0
0.2 1.77263 0.176 3.55596 0 3.08477 -0.190185 0
0.205 1.80541 0.160131 3.59077 0 3.08822 -0.171478 0
0.21 1.83501 0.143629 3.62187 0 3.09133 -0.152602 0
0.215 1.86132 0.126561 3.64921 0 3.09411 -0.133575 0
0.22 1.88422 0.108993 3.67275 0 3.09653 -0.114417 0
0.225 1.90364 0.0909944 3.69245 0 3.0986 -0.0951457 0
0.23 1.91949 0.0726372 3.70828 0 3.10029 -0.0757805 0
0.235 1.93171 0.0539933 3.72021 0 3.10161 -0.0563405 0
0.24 1.94025 0.0351364 3.72824 0 3.10254 -0.0368449 0
0.245 1.94508 0.0161407 3.73233 0 3.1031 -0.0173129 0
0.25 1.94619 -0.00291864 3.73249 0 3.10326 0.00223613 0
0.255 1.94355 -0.0219665 3.72872 0 3.10304 0.021783 0
0.26 1.9372 -0.0409276 3.72101 0 3.10243 0.0413083 0
0.265 1.92715 -0.0597272 3.70938 0 3.10143 0.0607929 0
0.27 1.91343 -0.0782911 3.69386 0 3.10005 0.0802175 0
0.275 1.89612 -0.096546 3.67445 0 3.0983 0.0995629 0
0.28 1.87526 -0.11442 3.6512 0 3.09618 0.11881 0
0.285 1.85095 -0.131842 3.62413 0 3.09371 0.13794 0
0.29 1.82329 -0.148744 3.59329 0 3.09088 0.156934 0
0.295 1.79237 -0.165059 3.55871 0 3.08771 0.175773 0
0.3 1.75833 -0.180723 3.52047 0 3.08421 0.194438 0
0.305 1.72129 -0.195673 3.4786 0 3.08041 0.212912 0
0.31 1.68141 -0.209851 3.43317 0 3.0763 0.231175 0
0.315 1.63884 -0.223201 3.38425 0 3.07192 0.24921 0
0.32 1.59374 -0.23567 3.33191 0 3.06727 0.267 0
0.325 1.54631 -0.247209 3.27622 0 3.06237 0.284526 0
0.33 1.49672 -0.257773 3.21726 0 3.05725 0.301771 0
0.335 1.44516 -0.267319 3.15511 0 3.05192 0.318718 0
0.34 1.39185 -0.27581 3.08986 0 3.04641 0.335351 0
0.345 1.337 -0.283212 3.0216 0 3.04073 0.351652 0
0.35 1.28081 -0.289497 2.9504 0 3.03491 0.367607 0
0.355 1.22352 -0.294639 2.87638 0 3.02898 0.383199 0
0.36 1.16534 -0.298619 2.79962 0 3.02295 0.398413 0
0.365 1.10651 -0.30142 2.72023 0 3.01684 0.413233 0
0.37 1.04727 -0.303031 2.63829 0 3.0107 0.427646 0
0.375 0.98783 -0.303447 2.55391 0 3.00453 0.441637 0
0.38 0.928442 -0.302665 2.46719 0 2.99836 0.455192 0
0.385 0.869337 -0.300688 2.37823 0 2.99221 0.468298 0
0.39 0.810748 -0.297525 2.28714 0 2.98612 0.480941 0
0.395 0.752905 -0.293188 2.19401 0 2.9801 0.49311 0
0.4 0.696038 -0.287693 2.09894 0 2.97418 0.504792 0
0.405 0.64037 -0.281063 2.00205 0 2.96839 0.515976 0
0.41 0.586122 -0.273324 1.90343 0 2.96273 0.526651 0
0.415 0.533507 -0.264506 1.80317 0 2.95725 0.536806 0
0.42 0.482733 -0.254645 1.70139 0 2.95195 0.546432 0
0.425 0.434 -0.243778 1.59819 0 2.94686 0.555518 0
0.43 0.387501 -0.231949 1.49365 0 2.942 0.564056 0
0.435 0.34342 -0.219205 1.38788 0 2.93739 0.572037 0
0.44 0.301929 -0.205596 1.28098 0 2.93305 0.579454 0
0.445 0.263194 -0.191175 1.17304 0 2.92899 0.586299 0
0.45 0.227366 -0.176 1.06416 0 2.92523 0.592565 0
0.455 0.194588 -0.160131 0.954434 0 2.92178 0.598246 0
0.46 0.164988 -0.143629 0.843951 0 2.91867 0.603337 0
0.465 0.138684 -0.126561 0.732805 0 2.91589 0.607833 0
0.47 0.115779 -0.108993 0.621088 0 2.91347 0.611729 0
0.475 0.0963632 -0.0909944 0.508891 0 2.9114 0.615021 0
0.48 0.0805139 -0.0726372 0.396304 0 2.90971 0.617706 0
0.485 0.0682934 -0.0539933 0.283415 0 2.90839 0.619781 0
0.49 0.05975 -0.0351364 0.170315 0 2.90746 0.621245 0
0.495 0.0549172 -0.0161407 0.0570913 0 2.9069 0.622096 0
0.5 0.0538143 0.00291864 -0.0561679 0 2.90674 0.622333 0
0.505 0.0564456 0.0219665 -0.169374 0 2.90696 0.621956 0
0.51 0.0628006 0.0409276 -0.28244 0 2.90757 0.620964 0
0.515 0.0728543 0.0597272 -0.395277 0 2.90857 0.619361 0
0.52 0.0865671 0.0782911 -0.507797 0 2.90995 0.617145 0
0.525 0.103885 0.096546 -0.619911 0 2.9117 0.614321 0
0.53 0.124739 0.11442 -0.73153 0 2.91382 0.610891 0
0.535 0.149047 0.131842 -0.842564 0 2.91629 0.606857 0
0.54 0.176714 0.148744 -0.952923 0 2.91912 0.602225 0
0.545 0.20763 0.165059 -1.06252 0 2.92229 0.596999 0
0.55 0.241673 0.180723 -1.17125 0 2.92579 0.591183 0
0.555 0.278709 0.195673 -1.27904 0 2.92959 0.584784 0
0.56 0.318591 0.209851 -1.38578 0 2.9337 0.577807 0
0.565 0.361163 0.223201 -1.49138 0 2.93808 0.570261 0
0.57 0.406256 0.23567 -1.59575 0 2.94273 0.562152 0
0.575 0.453692 0.247209 -1.69879 0 2.94763 0.553488 0
0.58 0.503284 0.257773 -1.8004 0 2.95275 0.544277 0
0.585 0.554836 0.267319 -1.90048 0 2.95808 0.53453 0
0.59 0.608146 0.27581 -1.99895 0 2.96359 0.524255 0
0.595 0.663001 0.283212 -2.09568 0 2.96927 0.513463 0
0.6 0.719187 0.289497 -2.1906 0 2.97509 0.502164 0
0.605 0.776481 0.294639 -2.28359 0 2.98102 0.490369 0
0.61 0.834657 0.298619 -2.37456 0 2.98705 0.47809 0
0.615 0.893486 0.30142 -2.46341 0 2.99316 0.46534 0
0.62 0.952735 0.303031 -2.55003 0 2.9993 0.45213 0
0.625 1.01217 0.303447 -2.63432 0 3.00547 0.438475 0
0.63 1.07156 0.302665 -2.7162 0 3.01164 0.424386 0
0.635 1.13066 0.300688 -2.79555 0 3.01779 0.409879 0
0.64 1.18925 0.297525 -2.87228 0 3.02388 0.394967 0
0.645 1.24709 0.293188 -2.94629 0 3.0299 0.379665 0
